,actr,año_nac,conocido_por,que_hace,premios
7228,Patrick Mimoun,,"'Le masque arabe', 'God in My Pocket', 'Lazare', 'La marque des anges - Miserere'","Actress, Casting Director, Producer",0
7229,Patrick MontesDeOca,,"'Morir todavía', 'Sigue soñando', 'Bienvenidos a Chippendales', 'R.O.T.O.R.'",Actress,0
7230,Patrick O'Connor,,"'Home and Away', 'Sherbrooke Down: The Road to Cataract', 'Girl Falling', 'Home and Away: Christmas in Summer Bay'",Actor,0
7231,Patrick Pope,,"'Asuntos de estado', 'Sweet Mary & Jane', 'La soga', 'The Level'",Actress,0
7232,Patrick Simkam,,'Joy Burn',"Actress, Art Department",0
7233,Patrick Stapinski,,'Water',"Actor, Additional Crew, Writer",0
7234,Patrick Stewart,1940.0,"'Logan', 'Star Trek: Primer contacto', 'Star Trek: Insurrección', 'Star Trek: La nueva generación'","Actor, Producer, Director",Nominated for 4 Primetime Emmys: 25 wins & 57 nominations total
7235,Patrick Tam,1968.0,"'Beast Cops', 'Born Wild', 'A Chinese Ghost Story II', 'The Merger'",Actor,4 nominations
7236,Patrick Vann,,"'Scattered', 'The Basement', 'Dawn', 'For My Woman'","Actor, Producer, Director",0
7237,Patrik Brander,,"'Runt hörnet', 'Swedish Horse Movie', 'Chunks of Horror', 'Tv Nutid'",Actor,0
7238,Patrik Karlson,1968.0,"'The 100 Year-Old Man Who Climbed Out the Window and Disappeared', 'LFO', 'Wallander', 'Operation Ragnarok'","Actor, Soundtrack",2 wins & 3 nominations
7239,Patrizia Ruiz,,"'Noctem', 'Estació de l'oblit', 'RDM: La Serie', 'Angels'","Actor, Camera and Electrical Department, Additional Crew",0
7240,Patsy Kensit,1968.0,"'Arma letal 2', 'Principiantes', 'El gran Gatsby', 'La calle del adiós'","Actress, Soundtrack",Nominated for 5 Primetime Emmys: 7 wins & 47 nominations total
7241,Patti Harrison,1990.0,"'Together Together', 'The Lost City', 'Big Mouth', 'A Simple Favor'",Actor,0
7242,Patty Rowan,,"'There's No Word for Us', 'Something', 'House of Manson', 'Dark Corridors'","Actor, Sound Department",0
7243,Pau Durà,,"'Formentera Lady', 'Toscana', 'Pájaros', 'Praeludium'",Actress,0
7244,Paul Adelstein,1969.0,"'Intolerable Cruelty', 'Land of the Lost', 'The Menu', 'Bedazzled'","Actor, Music Department, Soundtrack",12 wins & 18 nominations
7245,Paul Benjamin,1969.0,"'Rogue One: A Star Wars Story', 'Animal Kingdom', 'The Dark Knight Rises', 'Ready Player One'","Actor, Soundtrack",0
7246,Paul Bergman,1939.0,"'Everything You Know Is Wrong', 'The Day the Earth Got Stoned', 'Martian Space Party', 'Zachariah'","Actor, Writer, Director",1 nomination
7247,Paul Bishop,1964.0,"'Blue Heelers', 'Paradise Road', '48 Shades', 'The Fear of Darkness'","Actress, Composer, Music Department",0
7248,Paul Bradford,1979.0,"'Ghost Hunters International', 'Trending Fear', 'Southwest', 'Fallout 4: Fusion City Rising'",Actress,0
7249,Paul Cecil,1967.0,"'The Old Winter', 'Payday', 'Broken Innocence', 'The Zombie Movie'","Actor, Soundtrack",Nominated for 1 Primetime Emmy: 11 nominations total
7250,Paul Che,,"'Snake Eyes', 'Deadpool 2', 'Skyscraper', 'Night at the Museum'","Actress, Stunts",0
7251,Paul Dano,,"'There Will Be Blood', 'Little Miss Sunshine', '12 Years a Slave', 'Love & Mercy'",Actress,0
7252,Paul Dewdney,,"'Mea Culpa', 'Birds Sorrow', 'Dovetail', 'Crossroads'",Actress,0
7253,Paul Dobson,1969.0,"'Marvel vs. Capcom 3: Fate of Two Worlds', 'InuYasha: The Final Act', 'Chappie', 'Dragon Ball Z: The World's Strongest'",Actor,1 nomination
7254,Paul Durso,,'Horizons: Revisited',"Actor, Writer, Composer",2 nominations
7255,Paul Elia,1988.0,"'Conan', 'Agents of S.H.I.E.L.D.', 'Lady Dynamite', 'Ramy'","Actress, Writer",0
7256,Paul Francis,,"'Tears of the Sun', 'Pearl Harbor', 'The Time Traveler's Wife', 'CSI: Crime Scene Investigation'","Actress, Writer, Director",0
7257,Paul Freeman,1943.0,"'Raiders of the Lost Ark', 'Mighty Morphin Power Rangers', 'Hot Fuzz', 'Without a Clue'",Actor,1 win & 1 nomination
7258,Paul Gailiunas,,"'The Florestine Collection', 'Parsley Days', 'Bohemian Town', 'J&B on the Rox'",Actor,0
7259,Paul Giamatti,1967.0,"'Entre copes', 'Cinderella Man. El hombre que no se dejó tumbar', 'American Splendor', '12 anys d'esclavitud'","Actor, Director",2 wins
7260,Paul Gross,1959.0,"'Rumbo al sur', 'La batalla de Passchendaele', 'Zona de combate Hyena road', 'Men with Brooms'","Actor, Producer, Writer",17 wins & 20 nominations
7261,Paul Herbig,,"'Horror at the Cecil Hotel', 'The Family', 'The Adventures of Paul and Marian'",Actor,0
7262,Paul Higgins,,"'In the Loop', 'Victoria & Abdul', 'Apostle', 'The Last Enemy'","Actor, Producer, Director",7 wins
7263,Paul Higginson,,'Café Mirage',"Actor, Art Department",0
7264,Paul Hipp,1963.0,"'Midnight in the Garden of Good and Evil', 'Face/Off', 'Bad Lieutenant', 'Lethal Weapon 3'",Actress,0
7265,Paul Kelleher,,"'Capture the Flag', 'Dead Island 2', 'The Ant Farm', 'The Devil Made Me Do It'",Actor,0
7266,Paul Lincoln Alayo,1981.0,"'The Mule', 'Cry Macho', 'Weeds', 'Agents of S.H.I.E.L.D.'","Actor, Producer, Soundtrack",1 win & 7 nominations
7267,Paul London,1972.0,"'Dazed and Confused', 'To Wong Foo, Thanks for Everything! Julie Newmar', 'The Man in the Moon', 'The Rage: Carrie 2'","Actress, Soundtrack",5 wins & 3 nominations
7268,Paul M. Field,1971.0,"'Dysfunctional with No Filter Paul and Denise', 'Gap', 'Community College', 'Video Bandits'","Actor, Producer, Director",4 wins & 7 nominations
7269,Paul Maki,1941.0,"'Shinjuku Jun'ai Monogatari', '82 Bunsho', 'A-hômansu', 'Gunki hatameku motoni'",Actor,0
7270,Paul 'Maxx' Rinehart,,"'Chicken Stew', 'Boonie Bears: To the Rescue', 'Boonie Bears: Forest Frenzy', 'Boonie Bears: A Mystical Winter'","Actor, Producer, Additional Crew",Nominated for 1 BAFTA Award: 6 wins & 17 nominations total
7271,Paul Misko,,"'Classy Ink', 'Monsters in the Woods', 'Pumpkin Morgue Paranormal Investigators: What Lurks Beyond the Door', 'WNUF Halloween Special'",Actress,0
7272,Paul Morgan,,"'Pleasantville', 'Life or Something Like It', 'Phantasmagoria 2: A Puzzle of Flesh', 'Crimes of the Past'","Actress, Sound Department",1 win & 1 nomination
7273,Paul Nicholas Mason,,"'The Program audio series', 'A Dog In Paris', 'Rabbit Hole', 'Blood & Treasure'","Camera and Electrical Department, Actor, Writer",0
7274,Paul O'Callaghan,,"'Gap', 'Werewolf Tax Agent', 'Mel's Hole', 'Manos: The Hands of Fate'",Actor,0
7275,Paul Provenza,1957.0,"'The Aristocrats', 'Northern Exposure', 'Survival Quest', 'Chasing Robert'","Actor, Producer, Writer",2 nominations
7276,Paul Redston,,"'Bodyguard: A New Beginning', '25Gs'",Actor,0
7277,Paul Reynolds,1970.0,"'Press Gang', 'Let Him Have It', 'Croupier', 'Eddie the Eagle'","Actor, Additional Crew, Director",2 wins & 3 nominations
7278,Paul Rudd,1969.0,"'Ant-Man', 'Ant-Man and the Wasp', 'I Love You, Man', 'The Perks of Being a Wallflower'","Actress, Additional Crew, Soundtrack",5 wins & 6 nominations
7279,Paul Sampson,,"'Night of the Templar', 'Eliminado', 'En busca de un héroe', 'Jóvenes salvajes'",Camera and Electrical Department,0
7280,Paul Scheer,,"'The League', 'Black Monday', 'Fresh Off the Boat', 'NTSF:SD:SUV'","Actor, Producer, Editor",17 wins & 4 nominations
7281,Paul Shaia,,"'In Search of Fellini', 'And the Winner Is...', 'Hell at Heathridge', 'The Blood Is the Life: The Making of 'Bram Stoker's Dracula''",Actor,0
7282,Paul Sorvino,1939.0,"'Repo! The Genetic Opera', 'Goodfellas', 'The Rocketeer', 'Nixon'","Actor, Director, Producer",15 wins & 4 nominations
7283,Paul Sparer,1923.0,"'Tales from the Darkside', 'Hiding Out', 'Law & Order', 'Camera Three'","Actor, Additional Crew",0
7284,Paul Sugars,,"'Sergueï', 'Beneath the Trees', 'Aircrash Confidential', 'A Journey's End'","Actor, Producer, Director",0
7285,Paul T.T. Easter,1965.0,"'Stagger', 'Assignment', 'Black Shuck', 'Thumb N It'","Actress, Producer",Won 1 Primetime Emmy: 7 wins & 14 nominations total
7286,Paul Tait,,"'Captives of Care', 'One Heart: One Spirit'",Actor,0
7287,Paul Whitehouse,1958.0,"'The Fast Show', 'The Death of Stalin', 'Alice Through the Looking Glass', 'Corpse Bride'","Actor, Producer, Writer",9 wins & 28 nominations
7288,Paul Winfield,1939.0,"'Star Trek II: The Wrath of Khan', 'The Terminator', 'Mars Attacks!', 'The Serpent and the Rainbow'","Actor, Additional Crew, Soundtrack",Nominated for 1 Oscar: 4 wins & 6 nominations total
7289,Paula García,,"'Bump', 'Little White Lies'",Actor,0
7290,Paula Kelly,1942.0,"'The Andromeda Strain', 'Soylent Green', 'Night Court', 'Sweet Charity'","Actress, Additional Crew, Soundtrack",Nominated for 2 Primetime Emmys: 4 nominations total
7291,Paula Pérez,1998.0,"'Mirona', 'I Do This for A Living', 'Honey', 'Hoss'",Actress,2 wins & 1 nomination
7292,Paulina López,,"'Aleste: Tiempo blanco', '¿Cuánto vale el show?'","Director, Actress, Writer",2 wins & 7 nominations
7293,Pauline Collins,1940.0,"'Shirley Valentine', 'You Will Meet a Tall Dark Stranger', 'Quartet', 'Upstairs, Downstairs'","Actress, Soundtrack",Nominated for 1 Oscar: 3 wins & 4 nominations total
7294,Paulino Nunes,1968.0,"'Matar a Santa', 'Narc', 'Brooklyn', 'Los elegidos: The Boondock Saints II'","Actor, Producer",1 win & 1 nomination
7295,Paulo Benedeti,1975.0,"'The Guiding Light', 'Juegos salvajes', 'Bellesa i poder', 'Enemy Within'","Actress, Director, Producer",4 nominations
7296,Paulo Branco,1950.0,"'The Captain', 'Mysteries of Lisbon', 'Cosmopolis', 'Doomed Love'","Producer, Actor, Additional Crew",11 wins & 22 nominations
7297,Paulo Leite,,"'Inner Ghosts', 'A Ilha dos Cães', 'Sombras', 'Dias de Chuva'",Actor,0
7298,Paulo Matos,1960.0,"'No, o la vanagloria de mandar', 'Lendas e Factos da História de Portugal', 'Pulsação Zero', 'Sentimentos'",Actor,0
7299,Pavel Angelov,,"'Children of Wax', 'Il giorno del porco', 'Sezonat na kanarchetata', 'Rosita, please!'",Actor,1 nomination
7300,Pavel Citronal,1940.0,"'Ha-Chevre Ha-Tovim', 'Under Western Eyes', 'The Bourgeoisie'",Actor,0
7301,Pavel Landovský,1936.0,"'La insoportable levedad del ser', 'Kopfstand', 'Cerní baroni', 'Amerika'",Actor,1 win & 1 nomination
7302,Pavel Nový,1948.0,"'Amadeus', 'Ice Mother', 'Amerika', 'Ordinace v ruzové zahrade'",Actor,1 win & 1 nomination
7303,Pavel Tesar,1967.0,"'Ordinace v ruzové zahrade', 'Deathwatch', 'The Fury', 'Nightline'",Actress,0
7304,Pavla Tomicová,1962.0,"'And Then There Was Love...', 'Vlastníci', 'Nuda v Brne', 'Chica Checa'","Actor, Music Department, Producer",33 wins & 31 nominations
7305,Pavle Kujundzic,,"'Adolf's House of Fashion', 'Killing Joan', 'Tattooed Love', 'Jisu qingchun'","Actor, Stunts, Writer",1 win & 2 nominations
7306,Pawan Kalyan,1971.0,"'Attarintiki Daredi', 'Gabbar Singh', 'Jalsa', 'Agnyaathavaasi'","Actor, Writer, Director",Won 1 BAFTA Award: 5 wins & 6 nominations total
7307,Pawarith Monkolpisit,,"'Bangkok Dangerous', 'Som and Bank: Bangkok for Sale', 'Operation Mekong', '10 Years Ticket'","Actor, Writer, Producer",0
7308,Pawel Ferens,1978.0,"'Suicide Room', 'The Vulture', 'Pixels', 'Underdog'","Music Artist, Music Department, Actress",4 nominations
7309,Pawel Wilczak,1965.0,"'Pan T.', 'Ostatnia misja', 'Ekstradycja 2', 'Ostra randka'","Actor, Director",0
7310,Paz Vega,1976.0,"'Spanglish', 'Sex and Lucía', '10 Items or Less', 'Rambo: Last Blood'","Actress, Producer, Director",1 win & 5 nominations
7311,Peña Pablo Lang,,'Empaná de pino',"Actress, Soundtrack",0
7312,Pearl Spring Voss,,"'Retrograde', 'Seriously Red', 'Sunny, Pomona', 'Ocean Boy'","Producer, Actor",0
7313,Pearse McCarthy,,'The Strength of Water',"Actress, Producer, Writer",3 wins
7314,Pedro Altamirano,,"'The Mask of Zorro', 'Romeo + Juliet', 'Ravenous', 'Collateral Damage'",Assistant,0
7315,Pedro Armendáriz Jr.,1940.0,"'Licence to Kill', 'Once Upon a Time in Mexico', 'The Mask of Zorro', 'The Mexican'","Actor, Producer, Soundtrack",3 wins & 5 nominations
7316,Pedro Barão Dias,1975.0,"'Mutant Blast', 'Mete no Big Brother', 'O Show do Unas', 'Blarghaaahrgarg'",Actress,0
7317,Pedro Díez,1951.0,"'Bride to Be', 'Del rosa al amarillo', 'Réquiem por Granada', 'High Heels'",Actor,2 wins
7318,Pedro Diogo,,"'Ministério do Tempo', 'Posfácio nas Confecções Canhão', 'Dancin' Days', 'Laços de Sangue'",Actor,0
7319,Pedro Freijeiro,,"'Money Heist', 'Los golpes de la vida', 'El misterio de Vera Drudi', 'Hospital Real'","Actor, Producer, Soundtrack",Won 3 Primetime Emmys: 12 wins & 12 nominations total
7320,Pedro Gonzalez,,"'Money Heist', 'The Ministry of Time', 'Amigos invisíbeis', 'Padre Casares'","Actor, Producer, Writer",9 wins & 5 nominations
7321,Pedro Jaén R.,,"'Mbyja rapégüyto', 'Adam in aeternum', 'Orpheize', 'Los exiliados de Kratos'","Actor, Casting Department",0
7322,Pedro Perez,1957.0,"'Vacation of Terror II', 'Hell's Trap', 'Mi nombre es gatillo', 'Siete en la mira, 2da. parte: La furia de la venganza'","Director, Writer, Producer",0
7323,Peejay Encina,,"'Playhouse', 'Pure Gasoline'","TV Series, 2000–2001, 30m",0
7324,Pei-Hui Li,,'Autumn Moon',"Actor, Director, Writer",0
7325,Peisi Chen,,"'Jing du qiu xia', 'Bianwai Zhangfu', 'Hao han san tiao ban', 'Xiao zi xian sun ci hou zhe'",Actor,0
7326,Pena Ahtonen,,"'Umur', 'Erakkorapu'","Art Department, Additional Crew",0
7327,Penélope Cruz,1974.0,"'Vicky Cristina Barcelona', 'Vanilla Sky', 'Pirates of the Caribbean: On Stranger Tides', 'Volver'","Actor, Producer, Director",1 nomination
7328,Penny Benson,,"'I Just Want to Eat My Sandwich', 'Sunshine Away', 'The Simp Takes a Holiday', 'Poor Glenna'",Actress,0
7329,Penny Kohut,,'Agatha',Actor,0
7330,Penny Rann,,'Annabellum: The Curse of Salem',Actr,0
7331,Penny Vandermolen,,"'Acting Out', 'Sacred Vow', 'Star Wars: Rey's Origin Story a Fan Film', 'Lost & Found'",Actor,0
7332,Pepa López,,"'La Granja, menjars casolans', 'Bufons i reis', 'Hic Digitur Dei', 'Life in the Abyss'",Actor,0
7333,Pepón Nieto,1967.0,"'Periodistas', 'Un assumpte intern', 'El tiempo de la felicidad', 'Las brujas de Zugarramurdi'","Actor, Composer",0
7334,Pepe Aguilar,1968.0,"'El hijo de Lamberto Quintero', 'Purpose', 'Simón Blanco', 'La sangre de un valiente'","Director, Editor, Writer",4 wins & 7 nominations
7335,Pepe Ruiz Vélez,1921.0,"'Frente al destino', 'Los platillos voladores', 'Necesito dinero', 'Camino de Guanajuato'",Actor,0
7336,Pepe Suárez,1967.0,"'Apocalypto', '¡A que no puedes!', 'Recien Llegados', 'DKDA: Sueños de juventud'","Actor, Producer, Executive",1 nomination
7337,Pepi Pittl,,"'Three Old Men', 'Die Sache mit dem Feigenblatt', 'Tatort', 'Jakob Hutter und die Hutterer - Märtyrer des Glaubens'",Actress,0
7338,Pequina Walker,,'The New Frontier',Actor,0
7339,Per Graffman,1962.0,"'Before the Storm', 'Overboard', 'Vendetta', 'Rederiet'","Actor, Soundtrack",13 wins & 41 nominations
7340,Per Knudsen,,'I rigets interesse',Actress,0
7341,Perdida,,'No hay datos sobre porqué es conocido',Actr,0
7342,Perfecto,,'No hay datos sobre porqué es conocido',"Director, Writer, Actor",0
7343,Pericles Lewnes,,"'Loop', 'The Toxic Avenger Part III: The Last Temptation of Toxie', 'The Toxic Avenger Part II', 'Ink'",Actress,0
7344,Perry Kunin,1947.0,"'La ciudad dorada', 'Bacon Flavored Girlfriend', 'Get a Job', 'PELE and the TOURIST'","Actor, Additional Crew, Camera and Electrical Department",0
7345,Petar Gagic,1988.0,"'The Cine-Masochist', 'Camp Death III in 2D!', 'The Brewer', 'GGG: One Night Stab'",Actress,6 wins & 7 nominations
7346,Petar Popyordanov,1964.0,"'Granitza', 'Ekzitus', 'Sled kraja na sveta', 'Pod prikritie'","Actor, Producer, Editorial Department",3 wins & 2 nominations
7347,Petar Slabakov,1923.0,"'Pleneno yato', 'Sladko i gorchivo', 'Zlatnata reka', 'Hindemidth'",Actor,4 wins
7348,Pete Antico,,"'The Paradigm of Money', 'Through My Father's Eyes', 'Faith', 'Lethal Weapon 3'",Actress,0
7349,Pete Meads,,"'Venom: Habrá matanza', 'Agente contrainteligente', 'Fan', 'Titanic'","Actor, Stunts",0
7350,Pete Nata,,"'Fan', 'Trevor Martin 006.5', 'Apocalyptic 2077', 'Codename Vasquez'",Actress,0
7351,Peter Asher,1944.0,"'Armageddon', 'De-Lovely', 'Man of Steel', 'Madagascar 3: Europe's Most Wanted'","Actor, Music Department, Producer",3 wins & 13 nominations
7352,Peter Aykroyd,1955.0,"'Nothing But Trouble', 'Spies Like Us', 'My Stepmother Is an Alien', 'Coneheads'","Actress, Soundtrack, Writer",8 wins & 12 nominations
7353,Peter Bause,1941.0,"'Scharnhorst', 'Die Irrfahrten des Weihnachtsmannes', 'Verwandte und Bekannte', 'Heimkehr in ein fremdes Land'",Actor,0
7354,Peter Belianský,,"'Alternate', 'Neven', 'Valis'","Actor, Producer, Writer",1 nomination
7355,Peter Benson,,"'Mech-X4', 'Infierno sobre ruedas', '¡Guau, qué amigo!', 'Un misterio para Aurora Teagarden'",Actress,0
7356,Peter Blythe,1934.0,"'A Challenge for Robin Hood', 'Rumpole of the Bailey', 'Frankenstein Created Woman', 'The Barchester Chronicles'",Actor,1 win
7357,Peter Boyle,1935.0,"'Tothom estima en Raymond', 'Taxi Driver', 'Danko', 'El jove Frankenstein'","Actor, Soundtrack",Won 1 Primetime Emmy: 4 wins & 25 nominations total
7358,Peter Breck,1929.0,"'Shock Corridor', 'The Big Valley', 'The Crawling Hand', 'The Sword and the Sorcerer'",Actor,0
7359,Peter Clifford,,"'David Blaine: Beyond Magic', 'The Devil's Picturebook'",Actor,0
7360,Peter Coleman,,"'Fruit Bat II', 'Fruit Bat', 'Voices from the Lost Generation', 'Kurt & Bernie Self Psychiatry'",Actor,0
7361,Peter Coonan,,"'Love/Hate', 'Doineann', 'The Bridge', 'Hidden Assets'","Actor, Writer, Producer",9 wins & 5 nominations
7362,Peter Davison,1951.0,"'Doctor Who', 'Doctor Who', 'The Fiveish Doctors Reboot', 'All Creatures Great and Small'","Actor, Music Department, Director",2 wins & 2 nominations
7363,Peter Derrick,,"'A Small Punch in a Little Town', 'The Disappearance of Frederick Valentich', 'Snap Chat', 'WiseUp'","Actress, Producer, Soundtrack",0
7364,Peter Dinklage,1969.0,"'Game of Thrones', 'The Station Agent', 'X-Men: Days of Future Past', 'Three Billboards Outside Ebbing, Missouri'","Actress, Producer, Director",7 wins & 6 nominations
7365,Peter Facinelli,1973.0,"'The Twilight Saga: Breaking Dawn - Part 1', 'The Vanished', 'Nurse Jackie', 'Supergirl'",Actress,0
7366,Peter Fitz,1931.0,"'Beim nächsten Kuß knall ich ihn nieder', 'Werckmeister Harmonies', 'Goodbye, Children', 'Hamlet_X'","Actor, Producer, Writer",2 wins & 1 nomination
7367,Peter Gantzler,1958.0,"'Italiensk for begyndere', 'A-klassen', 'Dommeren', 'The Last Kingdom: Seven Kings Must Die'","Actress, Writer, Producer",1 nomination
7368,Peter Gunz,,"'Steel', 'Love the Hard Way', 'The Fearless Two', 'How to Make It in America'",Actress,0
7369,Peter Haytread,,'Weeping',Actress,0
7370,Peter Heysteeg,,'Hij',"Actor, Editor, Writer",0
7371,Peter Hudson,,"'MS1: Máxima seguridad', 'Jackie', 'Valerian y la ciudad de los mil planetas', 'El último duelo'",Actr,0
7372,Peter Hurley,,"'The House on Creepy Lane', 'Juego de honor', 'The Company', 'Enter If You Dare: House on Creepy Lane Part 2'",Actress,0
7373,Peter J. Lucas,1962.0,"'Inland Empire', 'Independence Day', 'Cradle 2 the Grave', 'The Beast Within: A Gabriel Knight Mystery'","Actor, Director, Writer",Nominated for 1 Primetime Emmy: 11 wins & 8 nominations total
7374,Peter James Bockman,,"'JackRabbit 29', 'Expecting', 'Awakening', 'Unfigured Out'",Actor,0
7375,Peter James Melrose,,"'Reverie', 'Exhale', 'A Swede in the Hand', 'Growing Strong'","Additional Crew, Stunts, Actor",2 wins
7376,Peter Jason,1944.0,"'Límite: 48 horas', 'Están vivos', 'Mortal Kombat', '2013: Rescate en L.A.'","Actor, Producer, Cinematographer",1 win & 1 nomination
7377,Peter Mayer,,"'King of the Ivories', 'Christmas Charley', 'The Black Hole', 'Casting The Net'","Actress, Soundtrack",1 nomination
7378,Peter Meindor,,'Den sorte celle',Actress,0
7379,Peter Mullan,1959.0,"'The Magdalene Sisters', 'Tyrannosaur', 'Children of Men', 'War Horse'","Actor, Director, Writer",Nominated for 1 Primetime Emmy: 46 wins & 43 nominations total
7380,Peter Nitzsche,,"'Big Game', 'Storm of Love', 'Drei Stunden', 'School of Magical Animals: Part 2'",Producer,0
7381,Peter Organ,,"'Kill 'Em All', 'Among the Shadows', 'Kryminalni', 'Pitbull'","Actor, Producer, Editor",1 nomination
7382,Peter Outerbridge,,"'Lucky Number Slevin', 'Saw VI', 'Cool Runnings', 'Silent Hill: Revelation'",Actor,0
